Airport,City,CountOfFlights,IATA,Latitude,Longitude,PathId,PointOrder
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",23,MSP,44.8819999695,-93.22180175780001,2596,0
Kalamazoo Battle Creek International Airport,"Kalamazoo, MI",0,AZO,42.234901428222656,-85.5521011352539,2596,1
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",71,MSP,44.8819999695,-93.22180175780001,2597,0
Bradley International Airport,"Hartford, CT",0,BDL,41.9388999939,-72.68319702149999,2597,1
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",68,MSP,44.8819999695,-93.22180175780001,2598,0
Billings Logan International Airport,"Billings, MT",0,BIL,45.807701110839844,-108.54299926757812,2598,1
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",159,MSP,44.8819999695,-93.22180175780001,2599,0
Bismarck Municipal Airport,"Bismarck/Mandan, ND",0,BIS,46.77270126342773,-100.74600219726562,2599,1
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",118,MSP,44.8819999695,-93.22180175780001,2600,0
Bemidji Regional Airport,"Bemidji, MN",0,BJI,47.50939941,-94.93370056,2600,1
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",8,MSP,44.8819999695,-93.22180175780001,2601,0
Central Illinois Regional Airport at Bloomington-Normal,"Bloomington/Normal, IL",0,BMI,40.47710037,-88.91590118,2601,1
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",167,MSP,44.8819999695,-93.22180175780001,2602,0
Nashville International Airport,"Nashville, TN",0,BNA,36.1245002746582,-86.6781997680664,2602,1
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",100,MSP,44.8819999695,-93.22180175780001,2603,0
Boise Air Terminal/Gowen field,"Boise, ID",0,BOI,43.56439972,-116.22299960000001,2603,1
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",310,MSP,44.8819999695,-93.22180175780001,2604,0
General Edward Lawrence Logan International Airport,"Boston, MA",0,BOS,42.36429977,-71.00520325,2604,1
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",101,MSP,44.8819999695,-93.22180175780001,2605,0
Brainerd Lakes Regional Airport,"Brainerd, MN",0,BRD,46.39830017,-94.13809967,2605,1
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",12,MSP,44.8819999695,-93.22180175780001,2606,0
Buffalo Niagara International Airport,"Buffalo, NY",0,BUF,42.94049835,-78.73220062,2606,1
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",265,MSP,44.8819999695,-93.22180175780001,2607,0
Baltimore/Washington International Thurgood Marshall Airport,"Baltimore, MD",0,BWI,39.17539978,-76.66829681,2607,1
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",118,MSP,44.8819999695,-93.22180175780001,2608,0
Gallatin Field,"Bozeman, MT",0,BZN,45.77750015,-111.15299990000001,2608,1
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",53,MSP,44.8819999695,-93.22180175780001,2609,0
The Eastern Iowa Airport,"Cedar Rapids/Iowa City, IA",0,CID,41.88470077514648,-91.71080017089844,2609,1
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",75,MSP,44.8819999695,-93.22180175780001,2610,0
Cleveland Hopkins International Airport,"Cleveland, OH",0,CLE,41.411701202399996,-81.8498001099,2610,1
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",412,MSP,44.8819999695,-93.22180175780001,2611,0
Charlotte Douglas International Airport,"Charlotte, NC",0,CLT,35.2140007019043,-80.94309997558594,2611,1
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",126,MSP,44.8819999695,-93.22180175780001,2612,0
Port Columbus International Airport,"Columbus, OH",0,CMH,39.99800109863281,-82.89189910888672,2612,1
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",54,MSP,44.8819999695,-93.22180175780001,2613,0
Cincinnati Northern Kentucky International Airport,"Cincinnati, OH",0,CVG,39.0488014221,-84.6678009033,2613,1
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",8,MSP,44.8819999695,-93.22180175780001,2614,0
Central Wisconsin Airport,"Mosinee, WI",0,CWA,44.7775993347,-89.6668014526,2614,1
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",31,MSP,44.8819999695,-93.22180175780001,2615,0
James M Cox Dayton International Airport,"Dayton, OH",0,DAY,39.90240097045898,-84.21939849853516,2615,1
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",294,MSP,44.8819999695,-93.22180175780001,2616,0
Ronald Reagan Washington National Airport,"Washington, DC",0,DCA,38.8521,-77.037697,2616,1
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",866,MSP,44.8819999695,-93.22180175780001,2617,0
Denver International Airport,"Denver, CO",0,DEN,39.861698150635,-104.672996521,2617,1
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",596,MSP,44.8819999695,-93.22180175780001,2618,0
Dallas Fort Worth International Airport,"Dallas/Fort Worth, TX",0,DFW,32.896800994873054,-97.03800201416016,2618,1
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",153,MSP,44.8819999695,-93.22180175780001,2619,0
Duluth International Airport,"Duluth, MN",0,DLH,46.8420982361,-92.19360351559999,2619,1
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",81,MSP,44.8819999695,-93.22180175780001,2620,0
Des Moines International Airport,"Des Moines, IA",0,DSM,41.53400039672852,-93.66310119628906,2620,1
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",425,MSP,44.8819999695,-93.22180175780001,2621,0
Detroit Metropolitan Wayne County Airport,"Detroit, MI",0,DTW,42.212398529052734,-83.35340118408203,2621,1
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",123,MSP,44.8819999695,-93.22180175780001,2622,0
Newark Liberty International Airport,"Newark, NJ",0,EWR,40.69250106811523,-74.168701171875,2622,1
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",190,MSP,44.8819999695,-93.22180175780001,2623,0
Hector International Airport,"Fargo, ND",0,FAR,46.92070007324219,-96.81580352783205,2623,1
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",38,MSP,44.8819999695,-93.22180175780001,2624,0
Glacier Park International Airport,"Kalispell, MT",0,FCA,48.31050109863281,-114.25599670410156,2624,1
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",182,MSP,44.8819999695,-93.22180175780001,2625,0
Fort Lauderdale Hollywood International Airport,"Fort Lauderdale, FL",0,FLL,26.072599411010746,-80.15270233154297,2625,1
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",95,MSP,44.8819999695,-93.22180175780001,2626,0
Bishop International Airport,"Flint, MI",0,FNT,42.96540069580078,-83.74359893798828,2626,1
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",289,MSP,44.8819999695,-93.22180175780001,2627,0
Joe Foss Field Airport,"Sioux Falls, SD",0,FSD,43.5820007324,-96.741897583,2627,1
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",51,MSP,44.8819999695,-93.22180175780001,2628,0
Fort Wayne International Airport,"Fort Wayne, IN",0,FWA,40.97850037,-85.19509888,2628,1
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",105,MSP,44.8819999695,-93.22180175780001,2629,0
Spokane International Airport,"Spokane, WA",0,GEG,47.61989974975586,-117.53399658203124,2629,1
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",189,MSP,44.8819999695,-93.22180175780001,2630,0
Grand Forks International Airport,"Grand Forks, ND",0,GFK,47.949298999999996,-97.176102,2630,1
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",93,MSP,44.8819999695,-93.22180175780001,2631,0
Austin Straubel International Airport,"Green Bay, WI",0,GRB,44.48509979248047,-88.12960052490234,2631,1
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",228,MSP,44.8819999695,-93.22180175780001,2632,0
Gerald R. Ford International Airport,"Grand Rapids, MI",0,GRR,42.88079834,-85.52279663,2632,1
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",56,MSP,44.8819999695,-93.22180175780001,2633,0
Great Falls International Airport,"Great Falls, MT",0,GTF,47.48199844,-111.3710022,2633,1
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",1,MSP,44.8819999695,-93.22180175780001,2634,0
Yampa Valley Airport,"Hayden, CO",0,HDN,40.48120117,-107.21800230000001,2634,1
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",101,MSP,44.8819999695,-93.22180175780001,2635,0
Range Regional Airport,"Hibbing, MN",0,HIB,47.38660049,-92.83899689,2635,1
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",41,MSP,44.8819999695,-93.22180175780001,2636,0
Helena Regional Airport,"Helena, MT",0,HLN,46.6068000793457,-111.98300170898438,2636,1
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",53,MSP,44.8819999695,-93.22180175780001,2637,0
Honolulu International Airport,"Honolulu, HI",0,HNL,21.318700790405273,-157.9219970703125,2637,1
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",5,MSP,44.8819999695,-93.22180175780001,2638,0
Washington Dulles International Airport,"Washington, DC",0,IAD,38.94449997,-77.45580292,2638,1
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",198,MSP,44.8819999695,-93.22180175780001,2639,0
George Bush Intercontinental Houston Airport,"Houston, TX",0,IAH,29.98439979553223,-95.34140014648438,2639,1
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",103,MSP,44.8819999695,-93.22180175780001,2640,0
Wichita Mid Continent Airport,"Wichita, KS",0,ICT,37.649898529052734,-97.43309783935548,2640,1
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",59,MSP,44.8819999695,-93.22180175780001,2641,0
Ford Airport,"Iron Mountain/Kingsfd, MI",0,IMT,45.8184013367,-88.11450195309999,2641,1
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",64,MSP,44.8819999695,-93.22180175780001,2642,0
Indianapolis International Airport,"Indianapolis, IN",0,IND,39.7173,-86.294403,2642,1
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",54,MSP,44.8819999695,-93.22180175780001,2643,0
Falls International Airport,"International Falls, MN",0,INL,48.566200256347656,-93.4030990600586,2643,1
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",110,MSP,44.8819999695,-93.22180175780001,2644,0
Sloulin Field International Airport,"Williston, ND",0,ISN,48.177898407,-103.64199829100001,2644,1
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",8,MSP,44.8819999695,-93.22180175780001,2645,0
Jackson Hole Airport,"Jackson, WY",0,JAC,43.6072998046875,-110.73799896240234,2645,1
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",1,MSP,44.8819999695,-93.22180175780001,2646,0
Jacksonville International Airport,"Jacksonville, FL",0,JAX,30.49410057067871,-81.68789672851562,2646,1
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",163,MSP,44.8819999695,-93.22180175780001,2647,0
John F Kennedy International Airport,"New York, NY",0,JFK,40.63980103,-73.77890015,2647,1
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",19,MSP,44.8819999695,-93.22180175780001,2648,0
Capital City Airport,"Lansing, MI",0,LAN,42.77870178222656,-84.58740234375,2648,1
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",433,MSP,44.8819999695,-93.22180175780001,2649,0
McCarran International Airport,"Las Vegas, NV",0,LAS,36.08010101,-115.15200039999999,2649,1
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",629,MSP,44.8819999695,-93.22180175780001,2650,0
Los Angeles International Airport,"Los Angeles, CA",0,LAX,33.94250107,-118.40799709999999,2650,1
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",34,MSP,44.8819999695,-93.22180175780001,2651,0
Blue Grass Airport,"Lexington, KY",0,LEX,38.0364990234375,-84.60590362548828,2651,1
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",368,MSP,44.8819999695,-93.22180175780001,2652,0
La Guardia Airport,"New York, NY",0,LGA,40.77719879,-73.87259674,2652,1
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",156,MSP,44.8819999695,-93.22180175780001,2653,0
Lincoln Airport,"Lincoln, NE",0,LNK,40.85100173950195,-96.75920104980469,2653,1
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",40,MSP,44.8819999695,-93.22180175780001,2654,0
La Crosse Municipal Airport,"La Crosse, WI",0,LSE,43.879002,-91.256699,2654,1
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",12,MSP,44.8819999695,-93.22180175780001,2655,0
MBS International Airport,"Saginaw/Bay City/Midland, MI",0,MBS,43.532901763916016,-84.07959747314453,2655,1
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",359,MSP,44.8819999695,-93.22180175780001,2656,0
Kansas City International Airport,"Kansas City, MO",0,MCI,39.2976,-94.713898,2656,1
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",403,MSP,44.8819999695,-93.22180175780001,2657,0
Orlando International Airport,"Orlando, FL",0,MCO,28.429399490356445,-81.30899810791016,2657,1
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",499,MSP,44.8819999695,-93.22180175780001,2658,0
Chicago Midway International Airport,"Chicago, IL",0,MDW,41.7859992980957,-87.75240325927734,2658,1
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",105,MSP,44.8819999695,-93.22180175780001,2659,0
Memphis International Airport,"Memphis, TN",0,MEM,35.04240036010742,-89.97669982910156,2659,1
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",177,MSP,44.8819999695,-93.22180175780001,2660,0
Miami International Airport,"Miami, FL",0,MIA,25.79319953918457,-80.29060363769531,2660,1
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",435,MSP,44.8819999695,-93.22180175780001,2661,0
General Mitchell International Airport,"Milwaukee, WI",0,MKE,42.94720077514648,-87.89659881591797,2661,1
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",51,MSP,44.8819999695,-93.22180175780001,2662,0
Quad City International Airport,"Moline, IL",0,MLI,41.44850158691406,-90.50749969482422,2662,1
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",148,MSP,44.8819999695,-93.22180175780001,2663,0
Minot International Airport,"Minot, ND",0,MOT,48.2593994140625,-101.27999877929688,2663,1
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",162,MSP,44.8819999695,-93.22180175780001,2664,0
Dane County Regional Truax Field,"Madison, WI",0,MSN,43.13990020751953,-89.3375015258789,2664,1
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",53,MSP,44.8819999695,-93.22180175780001,2665,0
Missoula International Airport,"Missoula, MT",0,MSO,46.91630173,-114.0910034,2665,1
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",67,MSP,44.8819999695,-93.22180175780001,2666,0
Louis Armstrong New Orleans International Airport,"New Orleans, LA",0,MSY,29.99340057373047,-90.25800323486328,2666,1
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",64,MSP,44.8819999695,-93.22180175780001,2667,0
Will Rogers World Airport,"Oklahoma City, OK",0,OKC,35.39310073852539,-97.60070037841795,2667,1
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",268,MSP,44.8819999695,-93.22180175780001,2668,0
Eppley Airfield,"Omaha, NE",0,OMA,41.303199768066406,-95.89409637451172,2668,1
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",1047,MSP,44.8819999695,-93.22180175780001,2669,0
Chicago O'Hare International Airport,"Chicago, IL",0,ORD,41.97859955,-87.90480042,2669,1
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",42,MSP,44.8819999695,-93.22180175780001,2670,0
Palm Beach International Airport,"West Palm Beach/Palm Beach, FL",0,PBI,26.68320083618164,-80.09559631347656,2670,1
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",225,MSP,44.8819999695,-93.22180175780001,2671,0
Portland International Airport,"Portland, OR",0,PDX,45.58869934,-122.59799960000001,2671,1
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",296,MSP,44.8819999695,-93.22180175780001,2672,0
Philadelphia International Airport,"Philadelphia, PA",0,PHL,39.87189865112305,-75.24109649658203,2672,1
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",653,MSP,44.8819999695,-93.22180175780001,2673,0
Phoenix Sky Harbor International Airport,"Phoenix, AZ",0,PHX,33.43429946899414,-112.01200103759766,2673,1
